FREQUENT ITEMSET =====>  OCCORRENZE
('@matthunter123', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'person', '♥♥♥♥how')  ========>  13
('"2', '@matthunter123', 'letters', 'limit!', 'love', 'words')  ========>  14
('!!', '10', 'feeling:', 'hunter".', 'limit!', 'love')  ========>  14
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('away?', 'knowing?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'knowing?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'limit!', 'love', 'matt')  ========>  14
('estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'miles')  ========>  13
('follow', 'know,', 'knowing?', 'me?', 'person', '♥♥♥♥how')  ========>  13
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'merese')  ========>  18
('follow', 'knowing?', 'love', 'miles', 'person', 'u.')  ========>  13
('!!', '@matthunter123', 'feeling:', 'hunter".', 'love', 'matt')  ========>  14
('follow', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('!!', '"2', '@matthunter123', 'limit!', 'love', 'matt')  ========>  14
('barometer', 'humidity', 'in.', 'mph', 'rain', 'temperature')  ========>  7
today!  ========>  7
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'love')  ========>  14
('(la', 'en', 'estar', 'la', 'mateo', '👉abraham')  ========>  18
('"2', '@matthunter123', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'la):', 'merese', '👉abraham')  ========>  18
tweets  ========>  7
('away?', 'know,', 'knowing?', 'love', 'miles', 'person')  ========>  13
('(la', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
again.  ========>  8
('@justinbieber', 'away?', 'knowing?', 'me?', 'person', '♥♥♥♥how')  ========>  13
('!!', '@matthunter123', 'hunter".', 'limit!', 'matt', 'words')  ========>  14
indian  ========>  16
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', '♥♥♥♥how')  ========>  13
('!!', 'feeling:', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('en', 'estar', 'girls', 'la', 'la):', 'mateo')  ========>  18
('barometer', 'humidity', 'in.', 'temperature', 'today', 'wind')  ========>  7
('#viña2015', '(la', 'estar', 'la', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'matt')  ========>  14
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love')  ========>  14
('!!', 'feeling:', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
('"2', '10', 'feeling:', 'letters', 'love', 'matt')  ========>  14
('(la', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
missed  ========>  12
('!!', '10', 'feeling:', 'limit!', 'matt', 'words')  ========>  14
('10', '@matthunter123', 'feeling:', 'hunter".', 'matt', 'words')  ========>  14
('@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'words')  ========>  14
movies  ========>  11
('away?', 'follow', 'knowing?', 'miles', 'person', 'u.')  ========>  13
('away?', 'follow', 'knowing?', 'me?', 'miles', 'u.')  ========>  13
('10', '@matthunter123', 'letters', 'love', 'matt', 'words')  ========>  14
('!!', '"2', '10', 'limit!', 'matt', 'words')  ========>  14
('girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'la', 'la):', 'mateo')  ========>  18
('barometer', 'hpa,', 'humidity', 'temperature', 'today', 'wind')  ========>  7
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', '♥♥♥♥how')  ========>  13
('!!', '10', 'hunter".', 'letters', 'love', 'words')  ========>  14
('"2', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'me?', 'u.')  ========>  13
('@justinbieber', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'know,', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'girls', 'la):', 'merese', '👉abraham')  ========>  18
('@matthunter123', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('!!', '"2', 'feeling:', 'letters', 'limit!', 'love')  ========>  14
('10', '@matthunter123', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'girls', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'know,', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'estar', 'girls', 'mateo', 'merese')  ========>  18
(':)', '@madisonellebeer', 'follow', 'life', 'love', 'me♥')  ========>  9
('barometer', 'humidity', 'in.', 'rain', 'temperature', 'today')  ========>  7
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('"2', '@matthunter123', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('know,', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'estar', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'me?', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'me?', 'person', '♥♥♥♥how')  ========>  13
('!!', '10', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('#viña2015', 'estar', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'letters', 'limit!', 'love')  ========>  14
('@justinbieber', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('"2', '@matthunter123', 'feeling:', 'limit!', 'matt', 'words')  ========>  14
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('away?', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', 'feeling:', 'hunter".', 'letters', 'love', 'words')  ========>  14
('@justinbieber', 'follow', 'knowing?', 'love', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('!!', '10', 'letters', 'love', 'matt', 'words')  ========>  14
('barometer', 'hpa,', 'humidity', 'rain', 'temperature', 'today')  ========>  7
('10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'words')  ========>  14
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('@justinbieber', 'love', 'me?', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'me?', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'person', '♥♥♥♥how')  ========>  13
('en', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'girls', 'la', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'me?', 'miles', 'person', 'u.')  ========>  13
humbly  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
('!!', 'feeling:', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('!!', '"2', 'feeling:', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'la):', 'merese')  ========>  18
('away?', 'follow', 'know,', 'love', 'me?', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'miles', 'person')  ========>  13
('!!', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '@matthunter123', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('away?', 'know,', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('!!', '@matthunter123', 'feeling:', 'hunter".', 'love', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'me?', 'person', '♥♥♥♥how')  ========>  13
('10', '@matthunter123', 'hunter".', 'limit!', 'matt', 'words')  ========>  14
('!!', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('@madisonellebeer', 'follow', 'idol', 'life', 'love', 'queen')  ========>  9
('"2', '@matthunter123', 'feeling:', 'letters', 'love', 'words')  ========>  14
('barometer', 'hpa,', 'humidity', 'rain', 'temperature', 'wind')  ========>  7
('(la', 'en', 'estar', 'girls', 'la', '👉abraham')  ========>  18
('!!', '"2', '10', 'feeling:', 'letters', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'u.')  ========>  13
('!!', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('away?', 'follow', 'know,', 'me?', 'miles', 'person')  ========>  13
('@feriafitur', 'fitur', 'nelsoncarvalheiro', 'retweet', 'travelblogger', 'vote')  ========>  28
('!!', '"2', '@matthunter123', 'feeling:', 'limit!', 'love')  ========>  14
reason  ========>  11
('estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'words')  ========>  14
('away?', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'know,', 'love', 'miles', '♥♥♥♥how')  ========>  13
('10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'words')  ========>  14
('!!', '10', 'feeling:', 'letters', 'love', 'words')  ========>  14
('away?', 'know,', 'knowing?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@matthunter123', 'feeling:', 'letters', 'love', 'matt', 'words')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'miles', 'u.')  ========>  13
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
pretty  ========>  15
('@justinbieber', 'follow', 'knowing?', 'miles', 'person', 'u.')  ========>  13
('@matthunter123', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'me?', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'person', 'u.', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'hunter".', 'limit!', 'matt')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'limit!', 'matt')  ========>  14
('(la', 'en', 'la', 'la):', 'mateo', 'merese')  ========>  18
('barometer', 'in.', 'mph', 'rain', 'temperature', 'today')  ========>  7
('"2', '10', 'letters', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', 'estar', 'girls', 'mateo', 'merese', '👉abraham')  ========>  18
('"2', '10', 'letters', 'limit!', 'love', 'words')  ========>  14
('2015', 'fitur', 'nelsoncarvalheiro', 'retweet', 'vote', 'world')  ========>  28
series  ========>  10
('"2', '10', '@matthunter123', 'limit!', 'matt', 'words')  ========>  14
('away?', 'follow', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', 'feeling:', 'hunter".', 'matt', 'words')  ========>  14
('!!', '10', '@matthunter123', 'hunter".', 'letters', 'limit!')  ========>  14
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('"2', '10', '@matthunter123', 'limit!', 'love', 'matt')  ========>  14
('estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'hunter".', 'matt', 'words')  ========>  14
('"2', '10', '@matthunter123', 'hunter".', 'love', 'words')  ========>  14
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'knowing?', 'me?', 'miles', 'u.')  ========>  13
niggas  ========>  11
('away?', 'know,', 'knowing?', 'love', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'love', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'la', 'la):', 'mateo', 'merese')  ========>  18
('@justinbieber', 'follow', 'me?', 'miles', 'person', 'u.')  ========>  13
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'love', 'me?', 'miles')  ========>  13
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('@justinbieber', 'away?', 'follow', 'love', 'miles', 'u.')  ========>  13
family  ========>  14
('"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'me?', 'person', 'u.')  ========>  13
('@real_liam_payne', 'humbly', 'idol', 'notice', 'stealing', 'ta')  ========>  19
('@justinbieber', 'knowing?', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('"2', '@matthunter123', 'letters', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'person')  ========>  13
coffee  ========>  15
('!!', '10', 'feeling:', 'hunter".', 'love', 'words')  ========>  14
('(la', 'en', 'estar', 'girls', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('@justinbieber', 'know,', 'knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'knowing?', 'love', 'miles', 'person')  ========>  13
('@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('dreams,', 'follow', 'happy', 'song!', 'support', 'yourself!')  ========>  25
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'knowing?', 'love', 'me?', 'person')  ========>  13
('!!', '@matthunter123', 'feeling:', 'letters', 'love', 'words')  ========>  14
('!!', '"2', '10', 'letters', 'limit!', 'love')  ========>  14
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!')  ========>  14
('@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
('@justinbieber', 'follow', 'know,', 'knowing?', 'person', 'u.')  ========>  13
('"2', '10', 'hunter".', 'limit!', 'matt', 'words')  ========>  14
living  ========>  8
('!!', '10', '@matthunter123', 'hunter".', 'letters', 'words')  ========>  14
('!!', '"2', 'feeling:', 'hunter".', 'letters', 'limit!')  ========>  14
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', '👉abraham')  ========>  18
('10', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('"2', '@matthunter123', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '"2', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'la', 'merese')  ========>  18
('en', 'estar', 'girls', 'la', 'mateo', 'merese')  ========>  18
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('!!', '@matthunter123', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
brazil  ========>  10
('follow', 'know,', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('!!', '"2', 'letters', 'limit!', 'love', 'words')  ========>  14
('follow', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'letters', 'love', 'words')  ========>  14
('!!', '"2', '10', 'feeling:', 'letters', 'love')  ========>  14
('en', 'estar', 'girls', 'la', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
(':)', '@madisonellebeer', 'follow', 'life', 'love', 'queen')  ========>  9
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
months  ========>  10
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'love', 'miles', 'person')  ========>  13
('"2', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'mateo', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('@justinbieber', 'know,', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('knowing?', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('know,', 'knowing?', 'love', 'me?', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', 'merese')  ========>  18
('away?', 'follow', 'love', 'me?', 'person', 'u.')  ========>  13
('dreams,', 'follow', 'https://t.co/1bds2lfusd', 'song!', 'year,', 'yourself!')  ========>  25
('@justinbieber', 'away?', 'knowing?', 'love', 'me?', 'person')  ========>  13
('away?', 'follow', 'know,', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'girls', 'mateo', 'merese', '👉abraham')  ========>  18
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'mateo', 'merese', '👉abraham')  ========>  18
('10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
merese  ========>  17
('"2', '10', 'feeling:', 'letters', 'limit!', 'matt')  ========>  14
('2015', 'fitur', 'nelsoncarvalheiro', 'retweet', 'travelblogger', 'world')  ========>  28
('away?', 'know,', 'knowing?', 'love', 'me?', 'person')  ========>  13
('#viña2015', 'en', 'estar', 'girls', 'merese', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'hunter".', 'letters', 'love')  ========>  14
('know,', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('barometer', 'humidity', 'in.', 'rain', 'temperature', 'wind')  ========>  7
('!!', '10', '@matthunter123', 'letters', 'love', 'words')  ========>  14
('away?', 'follow', 'know,', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'hunter".', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('humidity', 'mm.', 'rain', 'temperature', 'wind', '°c.')  ========>  8
('away?', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('"2', '@matthunter123', 'letters', 'limit!', 'love', 'matt')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'letters', 'words')  ========>  14
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('!!', '"2', '10', '@matthunter123', 'limit!', 'love')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'miles', 'person')  ========>  13
('#viña2015', '(la', 'estar', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'u.')  ========>  13
('follow', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'la', 'mateo')  ========>  18
('@justinbieber', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('!!', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('@justinbieber', 'follow', 'love', 'me?', 'miles', 'person')  ========>  13
('@justinbieber', 'know,', 'love', 'me?', 'miles', 'person')  ========>  13
sounds  ========>  9
('(la', 'estar', 'girls', 'la', 'la):', 'merese')  ========>  18
('follow', 'know,', 'knowing?', 'love', 'me?', 'miles')  ========>  13
('10', '@matthunter123', 'feeling:', 'letters', 'love', 'matt')  ========>  14
('away?', 'follow', 'know,', 'love', 'me?', 'person')  ========>  13
attack  ========>  11
('!!', '"2', '10', 'hunter".', 'letters', 'limit!')  ========>  14
(':)', 'idol', 'life', 'love', 'me♥', 'queen')  ========>  9
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('@justinbieber', 'know,', 'me?', 'miles', 'person', 'u.')  ========>  13
('!!', '10', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?')  ========>  13
('!!', '10', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'miles', 'u.')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'miles')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('10', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('away?', 'knowing?', 'love', 'me?', 'miles', 'u.')  ========>  13
('follow', 'know,', 'knowing?', 'me?', 'miles', 'u.')  ========>  13
('!!', '"2', '@matthunter123', 'feeling:', 'limit!', 'words')  ========>  14
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('dreams,', 'follow', 'song!', 'support', 'year,', 'yourself!')  ========>  25
('@justinbieber', 'away?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('follow', 'know,', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('barometer', 'humidity', 'mph', 'rain', 'temperature', 'wind')  ========>  10
('@justinbieber', 'follow', 'know,', 'love', 'miles', 'u.')  ========>  13
('away?', 'follow', 'knowing?', 'love', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'en', 'la):', 'mateo', 'merese')  ========>  18
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'year,', 'yourself!')  ========>  25
('@justinbieber', 'away?', 'know,', 'love', 'me?', '♥♥♥♥how')  ========>  13
('(la', 'en', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('@justinbieber', 'know,', 'knowing?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('10', '@matthunter123', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'miles', 'u.')  ========>  13
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'limit!')  ========>  14
('away?', 'knowing?', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'miles')  ========>  13
('@justinbieber', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
(':)', 'follow', 'idol', 'love', 'me♥', 'queen')  ========>  9
('know,', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'know,', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'la', 'la):', 'merese')  ========>  18
('(la', 'estar', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('#viña2015', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('!!', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('away?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'girls', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'love', 'me?', 'miles', 'person', 'u.')  ========>  13
('#viña2015', 'en', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('@madisonellebeer', 'follow', 'idol', 'life', 'me♥', 'queen')  ========>  9
('away?', 'follow', 'knowing?', 'love', 'miles', 'person')  ========>  13
('"2', '@matthunter123', 'limit!', 'love', 'matt', 'words')  ========>  14
number  ========>  9
('know,', 'knowing?', 'love', 'me?', 'miles', 'person')  ========>  13
('humidity', 'mm.', 'temperature', 'today', 'wind', '°c.')  ========>  8
('(la', 'en', 'girls', 'la', 'mateo', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'hunter".', 'letters', 'matt')  ========>  14
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('10', '@matthunter123', 'letters', 'limit!', 'love', 'words')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'letters', 'matt')  ========>  14
('away?', 'follow', 'love', 'me?', 'miles', 'person')  ========>  13
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
